,total_index,제품명,customerID,score,comments
46,20,감자술13,zx82****,5.0,다음달에 이사를해서 더 구매하고싶어도 아직 못하고있엇요. 이사하고나면 더 많이 주문할게요 .ㅎㅎ 배송도 빠르고 서비스로 주신 작은 잔도 감사히 잘쓰겠습니다!
47,20,감자술13,nomo*****,5.0,맛보기 전이라 평을 하기엔... 안전하게 포장해주셔서 깨짐없이 왔습니다.
48,20,감자술13,yw94****,5.0,선물로 보냈는데 좋아하네요ㅎㅎ잔도 감사합니당 저도 곧 구입하려구요
49,20,감자술13,nsai***,4.0,감자의 특유의 맛보다 쌀 증류주 느낌이 강함.
50,20,감자술13,whit******,5.0,선물용으로보냈는데 친척언니가 좋아하네요^^ 깨진거 없이 잘간듯 택배도 빨리가서 좋았어요
51,20,감자술13,abca***,5.0,좋아요 ㅋㅋ ㅋㅋㅋ
52,20,감자술13,iamc******,5.0,감자 비율이 어마어마어마 매우 부드럽고 마치 와인 마시는 느낌입니다 대애박 !!!
53,20,감자술13,hwa8***,5.0,일반 소주 먹다 요런거 먹으니 향도 좋고 목넘김도 부드럽고 너무 좋네요 밖에서 소주 4~5천원주고 먹는거 생각하면 가격은 좀쎄지만 봐줄만하네여 ㅎㅎ
54,20,감자술13,spic****,5.0,감자술 맛있었어요 첫맛보다 뒷맛에 감자맛이 남습니다~
55,20,감자술13,su****,5.0,주말에 먹으려고 삿어여 굿굿
56,20,감자술13,skys****,5.0,와 어떤 맛인지 궁금. 불금에 딱 맞춰서 왔네요~감사합니다~!!
57,20,감자술13,chs1****,5.0,은은하니 맛있네요~
58,20,감자술13,sooj*******,5.0,완전 부드럽고 착 감기는 향기로운맛 강추강추
59,20,감자술13,whgu******,5.0,재구매너무 맛있어요..감자술 !
60,20,감자술13,lapu***,5.0,재구매포장도  잘되어  있고 소주처럼 알콜맛 안나고 아주좋아요
61,20,감자술13,lapu***,5.0,정말 부드럽고 좋아요
62,20,감자술13,rasv****,5.0,맛있게 먹었습니다. 요것도 맛있어요
63,20,감자술13,amar***,5.0,전통주 파티 했어요! 감자술이라고 고소한 감자 맛이 날거라 생각하면 전라도 오산 그냥 청하 느낌의 향이 좋은 술입니다 가볍게 먹기 좋은 술이에요  우렁이쌀 청주보다는 향이 약하지만 이 나름의 매력이 또 있습니다 저는 우렁이쌀 청주 > 감자술 > 서설 순서로 요 부류 술에 별점을 줄 것 같아요 ㅋㅋㅋ더보기
64,20,감자술13,eyes******,5.0,포장 꼼꼼해서 좋아요.
65,20,감자술13,tubi***,5.0,전통술 종류도 많고 가격도 합리적인거 같아 여기서 주문했는덕 배송도 빠르고 특히 포장이 너무 꼼꼼해서 놀랐습니다.
66,20,감자술13,zx82****,5.0,다음달에 이사를해서 더 구매하고싶어도 아직 못하고있엇요. 이사하고나면 더 많이 주문할게요 .ㅎㅎ 배송도 빠르고 서비스로 주신 작은 잔도 감사히 잘쓰겠습니다!
67,20,감자술13,nomo*****,5.0,맛보기 전이라 평을 하기엔... 안전하게 포장해주셔서 깨짐없이 왔습니다.
68,20,감자술13,yw94****,5.0,선물로 보냈는데 좋아하네요ㅎㅎ잔도 감사합니당 저도 곧 구입하려구요
69,20,감자술13,nsai***,4.0,감자의 특유의 맛보다 쌀 증류주 느낌이 강함.
70,20,감자술13,whit******,5.0,선물용으로보냈는데 친척언니가 좋아하네요^^ 깨진거 없이 잘간듯 택배도 빨리가서 좋았어요
71,20,감자술13,abca***,5.0,좋아요 ㅋㅋ ㅋㅋㅋ
72,20,감자술13,iamc******,5.0,감자 비율이 어마어마어마 매우 부드럽고 마치 와인 마시는 느낌입니다 대애박 !!!
73,20,감자술13,hwa8***,5.0,일반 소주 먹다 요런거 먹으니 향도 좋고 목넘김도 부드럽고 너무 좋네요 밖에서 소주 4~5천원주고 먹는거 생각하면 가격은 좀쎄지만 봐줄만하네여 ㅎㅎ
74,20,감자술13,spic****,5.0,감자술 맛있었어요 첫맛보다 뒷맛에 감자맛이 남습니다~
75,20,감자술13,su****,5.0,주말에 먹으려고 삿어여 굿굿
76,20,감자술13,skys****,5.0,와 어떤 맛인지 궁금. 불금에 딱 맞춰서 왔네요~감사합니다~!!
77,20,감자술13,chs1****,5.0,은은하니 맛있네요~
78,20,감자술13,sooj*******,5.0,완전 부드럽고 착 감기는 향기로운맛 강추강추
79,20,감자술13,whgu******,5.0,재구매너무 맛있어요..감자술 !
80,20,감자술13,lapu***,5.0,재구매포장도  잘되어  있고 소주처럼 알콜맛 안나고 아주좋아요
81,20,감자술13,lapu***,5.0,정말 부드럽고 좋아요
82,20,감자술13,rasv****,5.0,맛있게 먹었습니다. 요것도 맛있어요
83,20,감자술13,amar***,5.0,전통주 파티 했어요! 감자술이라고 고소한 감자 맛이 날거라 생각하면 전라도 오산 그냥 청하 느낌의 향이 좋은 술입니다 가볍게 먹기 좋은 술이에요  우렁이쌀 청주보다는 향이 약하지만 이 나름의 매력이 또 있습니다 저는 우렁이쌀 청주 > 감자술 > 서설 순서로 요 부류 술에 별점을 줄 것 같아요 ㅋㅋㅋ더보기
84,20,감자술13,eyes******,5.0,포장 꼼꼼해서 좋아요.
85,20,감자술13,tubi***,5.0,전통술 종류도 많고 가격도 합리적인거 같아 여기서 주문했는덕 배송도 빠르고 특히 포장이 너무 꼼꼼해서 놀랐습니다.
86,20,감자술13,zx82****,5.0,다음달에 이사를해서 더 구매하고싶어도 아직 못하고있엇요. 이사하고나면 더 많이 주문할게요 .ㅎㅎ 배송도 빠르고 서비스로 주신 작은 잔도 감사히 잘쓰겠습니다!
87,20,감자술13,nomo*****,5.0,맛보기 전이라 평을 하기엔... 안전하게 포장해주셔서 깨짐없이 왔습니다.
88,20,감자술13,yw94****,5.0,선물로 보냈는데 좋아하네요ㅎㅎ잔도 감사합니당 저도 곧 구입하려구요
89,20,감자술13,nsai***,4.0,감자의 특유의 맛보다 쌀 증류주 느낌이 강함.
90,20,감자술13,whit******,5.0,선물용으로보냈는데 친척언니가 좋아하네요^^ 깨진거 없이 잘간듯 택배도 빨리가서 좋았어요
91,20,감자술13,abca***,5.0,좋아요 ㅋㅋ ㅋㅋㅋ
92,20,감자술13,iamc******,5.0,감자 비율이 어마어마어마 매우 부드럽고 마치 와인 마시는 느낌입니다 대애박 !!!
93,20,감자술13,hwa8***,5.0,일반 소주 먹다 요런거 먹으니 향도 좋고 목넘김도 부드럽고 너무 좋네요 밖에서 소주 4~5천원주고 먹는거 생각하면 가격은 좀쎄지만 봐줄만하네여 ㅎㅎ
94,20,감자술13,spic****,5.0,감자술 맛있었어요 첫맛보다 뒷맛에 감자맛이 남습니다~
95,20,감자술13,su****,5.0,주말에 먹으려고 삿어여 굿굿
96,20,감자술13,skys****,5.0,와 어떤 맛인지 궁금. 불금에 딱 맞춰서 왔네요~감사합니다~!!
97,20,감자술13,chs1****,5.0,은은하니 맛있네요~
98,20,감자술13,sooj*******,5.0,완전 부드럽고 착 감기는 향기로운맛 강추강추
99,20,감자술13,whgu******,5.0,재구매너무 맛있어요..감자술 !
100,20,감자술13,lapu***,5.0,재구매포장도  잘되어  있고 소주처럼 알콜맛 안나고 아주좋아요
101,20,감자술13,lapu***,5.0,정말 부드럽고 좋아요
102,20,감자술13,rasv****,5.0,맛있게 먹었습니다. 요것도 맛있어요
103,20,감자술13,amar***,5.0,전통주 파티 했어요! 감자술이라고 고소한 감자 맛이 날거라 생각하면 전라도 오산 그냥 청하 느낌의 향이 좋은 술입니다 가볍게 먹기 좋은 술이에요  우렁이쌀 청주보다는 향이 약하지만 이 나름의 매력이 또 있습니다 저는 우렁이쌀 청주 > 감자술 > 서설 순서로 요 부류 술에 별점을 줄 것 같아요 ㅋㅋㅋ더보기
104,20,감자술13,eyes******,5.0,포장 꼼꼼해서 좋아요.
105,20,감자술13,tubi***,5.0,전통술 종류도 많고 가격도 합리적인거 같아 여기서 주문했는덕 배송도 빠르고 특히 포장이 너무 꼼꼼해서 놀랐습니다.
106,20,감자술13,zx82****,5.0,다음달에 이사를해서 더 구매하고싶어도 아직 못하고있엇요. 이사하고나면 더 많이 주문할게요 .ㅎㅎ 배송도 빠르고 서비스로 주신 작은 잔도 감사히 잘쓰겠습니다!
107,20,감자술13,nomo*****,5.0,맛보기 전이라 평을 하기엔... 안전하게 포장해주셔서 깨짐없이 왔습니다.
108,20,감자술13,yw94****,5.0,선물로 보냈는데 좋아하네요ㅎㅎ잔도 감사합니당 저도 곧 구입하려구요
109,20,감자술13,nsai***,4.0,감자의 특유의 맛보다 쌀 증류주 느낌이 강함.
110,20,감자술13,whit******,5.0,선물용으로보냈는데 친척언니가 좋아하네요^^ 깨진거 없이 잘간듯 택배도 빨리가서 좋았어요
111,20,감자술13,abca***,5.0,좋아요 ㅋㅋ ㅋㅋㅋ
112,20,감자술13,iamc******,5.0,감자 비율이 어마어마어마 매우 부드럽고 마치 와인 마시는 느낌입니다 대애박 !!!
113,20,감자술13,hwa8***,5.0,일반 소주 먹다 요런거 먹으니 향도 좋고 목넘김도 부드럽고 너무 좋네요 밖에서 소주 4~5천원주고 먹는거 생각하면 가격은 좀쎄지만 봐줄만하네여 ㅎㅎ
114,21,감홍로백자,9414***,5.0,포장도 꼼꼼하고 배송도 빠르게 왔습니다! 만족해여
115,21,감홍로백자,hst8***,5.0,선물용으로 샀습니다. 포장은 잘 되어서 왔습니다. 감사히 잘 선물하겠습니다.
116,21,감홍로백자,si****,5.0,매우 만족스럽습니다
117,21,감홍로백자,rods***,4.0,명절 선물로 미리보내드렸어요 도자기에 술잔까지  좋은분위기를 낼수잇어서 너무좋은시간이 될수잇겟어요 명절전에 도착해서 다행이예요 기분좋은 선물되엇습니다
118,21,감홍로백자,wari*******,5.0,단언컨데 감홍로는 제가 먹어봤던 전통주 중에 개성이 제일 빼어난 술입니다. 선물 포장까지 예쁘게 잘 되어 어른분들께 선물 잘 드렸습니다. 감사합니다.
119,21,감홍로백자,wang*******,5.0,선물용으로 구매했는데 좋아하시네요 다음번에 또 구매하겠습니다.
120,21,감홍로백자,cher****,5.0,부모님 선물용으로 사드렸는데 맛있고 향도 좋고 풍미도 좋다고했습니다. 아주 만족스럽습니다.
121,21,감홍로백자,shin******,5.0,선물용도로 구입했는데 고급지고 너무 좋아요
122,21,감홍로백자,kurs***,5.0,"명절 선물로 구입하였고, 포장을 꼼꼼하게 해주셔서 파손없이 잘 받았습니다! 박스에 함께있는 리본이 어색하지만 먹는 방법 등이 있는 카드도 함께 있어서 좋습니다."
123,21,감홍로백자,kisk***,5.0,BEST포장이 뽁뽁이로 엄청 꼼꼼하게 되어서 왔습니다. 상자 리본도 예쁘게 묶여서 왔어요~ 선물용으로 구매했는데 맛도 맛이지만 세트 잔이 너무 예쁘네요ㅠ 안쪽이 살짝 굴려져있어서 입이 닿는 느낌도 부드럽고 좋아요! 이벤트로 주신 잔도 진짜 예쁘네요 여러모로 흡족한 선물이었습니다~
124,21,감홍로백자,hesu***,4.0,배송빠르고 꼼꼼하게 포장해서 보내주셨어요! 선물용이라 안에는 못봤어요
125,21,감홍로백자,cpzm****,5.0,한달사용기시아버지께서 전통주를 좋아하시는데 선물용으로 선물하기 좋았습니다
126,21,감홍로백자,jm****,5.0,선물용으로 샀습니다. 보자기 따로 주문하여 포장했는데 포장하는 방법을몰라서 유튜브 보고따라하긴했는데 생각보다 재질도 좋고 보자기도 3개나 주셔서 선물받으시는 장모님 장인어른께서 매우 좋아하셨네요 다행입니다.
127,21,감홍로백자,wowh*****,5.0,매우 꼼꼼 하게 포장되어있고 선물받으신분도 너무너무 좋아하셨어요!!! 좋은 선물이었습니다^_^
128,21,감홍로백자,kh****,5.0,선물 용으로 구매했는데 만족했습니다.
129,21,감홍로백자,leeb****,5.0,술 맛도 좋고 배송도 빠르고 만족합니다
130,21,감홍로백자,xldd***,5.0,추석 선물로  드렷는데 부드럽고 맛잇다고 하시네요
131,21,감홍로백자,stop****,5.0,만족합니다.좋아요.
132,21,감홍로백자,kind***,5.0,역시 조선 3대 명주입니다
133,21,감홍로백자,moon********,5.0,선물로 드렸는데 좋내염
134,21,감홍로백자,9414***,5.0,포장도 꼼꼼하고 배송도 빠르게 왔습니다! 만족해여
135,21,감홍로백자,hst8***,5.0,선물용으로 샀습니다. 포장은 잘 되어서 왔습니다. 감사히 잘 선물하겠습니다.
136,21,감홍로백자,si****,5.0,매우 만족스럽습니다
137,21,감홍로백자,rods***,4.0,명절 선물로 미리보내드렸어요 도자기에 술잔까지  좋은분위기를 낼수잇어서 너무좋은시간이 될수잇겟어요 명절전에 도착해서 다행이예요 기분좋은 선물되엇습니다
138,21,감홍로백자,wari*******,5.0,단언컨데 감홍로는 제가 먹어봤던 전통주 중에 개성이 제일 빼어난 술입니다. 선물 포장까지 예쁘게 잘 되어 어른분들께 선물 잘 드렸습니다. 감사합니다.
139,21,감홍로백자,wang*******,5.0,선물용으로 구매했는데 좋아하시네요 다음번에 또 구매하겠습니다.
140,21,감홍로백자,cher****,5.0,부모님 선물용으로 사드렸는데 맛있고 향도 좋고 풍미도 좋다고했습니다. 아주 만족스럽습니다.
141,21,감홍로백자,shin******,5.0,선물용도로 구입했는데 고급지고 너무 좋아요
142,21,감홍로백자,kurs***,5.0,"명절 선물로 구입하였고, 포장을 꼼꼼하게 해주셔서 파손없이 잘 받았습니다! 박스에 함께있는 리본이 어색하지만 먹는 방법 등이 있는 카드도 함께 있어서 좋습니다."
143,21,감홍로백자,kisk***,5.0,BEST포장이 뽁뽁이로 엄청 꼼꼼하게 되어서 왔습니다. 상자 리본도 예쁘게 묶여서 왔어요~ 선물용으로 구매했는데 맛도 맛이지만 세트 잔이 너무 예쁘네요ㅠ 안쪽이 살짝 굴려져있어서 입이 닿는 느낌도 부드럽고 좋아요! 이벤트로 주신 잔도 진짜 예쁘네요 여러모로 흡족한 선물이었습니다~
144,21,감홍로백자,hesu***,4.0,배송빠르고 꼼꼼하게 포장해서 보내주셨어요! 선물용이라 안에는 못봤어요
145,21,감홍로백자,cpzm****,5.0,한달사용기시아버지께서 전통주를 좋아하시는데 선물용으로 선물하기 좋았습니다
146,21,감홍로백자,jm****,5.0,선물용으로 샀습니다. 보자기 따로 주문하여 포장했는데 포장하는 방법을몰라서 유튜브 보고따라하긴했는데 생각보다 재질도 좋고 보자기도 3개나 주셔서 선물받으시는 장모님 장인어른께서 매우 좋아하셨네요 다행입니다.
147,21,감홍로백자,wowh*****,5.0,매우 꼼꼼 하게 포장되어있고 선물받으신분도 너무너무 좋아하셨어요!!! 좋은 선물이었습니다^_^
148,21,감홍로백자,kh****,5.0,선물 용으로 구매했는데 만족했습니다.
149,21,감홍로백자,leeb****,5.0,술 맛도 좋고 배송도 빠르고 만족합니다
150,21,감홍로백자,xldd***,5.0,추석 선물로  드렷는데 부드럽고 맛잇다고 하시네요
151,21,감홍로백자,stop****,5.0,만족합니다.좋아요.
152,21,감홍로백자,kind***,5.0,역시 조선 3대 명주입니다
153,21,감홍로백자,moon********,5.0,선물로 드렸는데 좋내염
154,21,감홍로백자,9414***,5.0,포장도 꼼꼼하고 배송도 빠르게 왔습니다! 만족해여
155,21,감홍로백자,hst8***,5.0,선물용으로 샀습니다. 포장은 잘 되어서 왔습니다. 감사히 잘 선물하겠습니다.
156,21,감홍로백자,si****,5.0,매우 만족스럽습니다
157,21,감홍로백자,rods***,4.0,명절 선물로 미리보내드렸어요 도자기에 술잔까지  좋은분위기를 낼수잇어서 너무좋은시간이 될수잇겟어요 명절전에 도착해서 다행이예요 기분좋은 선물되엇습니다
158,21,감홍로백자,wari*******,5.0,단언컨데 감홍로는 제가 먹어봤던 전통주 중에 개성이 제일 빼어난 술입니다. 선물 포장까지 예쁘게 잘 되어 어른분들께 선물 잘 드렸습니다. 감사합니다.
159,21,감홍로백자,wang*******,5.0,선물용으로 구매했는데 좋아하시네요 다음번에 또 구매하겠습니다.
160,21,감홍로백자,cher****,5.0,부모님 선물용으로 사드렸는데 맛있고 향도 좋고 풍미도 좋다고했습니다. 아주 만족스럽습니다.
161,21,감홍로백자,shin******,5.0,선물용도로 구입했는데 고급지고 너무 좋아요
162,21,감홍로백자,kurs***,5.0,"명절 선물로 구입하였고, 포장을 꼼꼼하게 해주셔서 파손없이 잘 받았습니다! 박스에 함께있는 리본이 어색하지만 먹는 방법 등이 있는 카드도 함께 있어서 좋습니다."
163,21,감홍로백자,a010****,5.0,재구매선물드리기 참 좋아요! 재구매입니다
164,21,감홍로백자,cain*****,5.0,타사이트보다 싸네요
165,21,감홍로백자,snsq******,5.0,선물용으로 구매했는데 배송박스가 찢어져 있어서 당황했는데 판매자님이 뽁뽁이 포장을 두껍게 해주셔서 상품에 문제는 없었어요 다행이네요
166,21,감홍로백자,a010****,5.0,선물했는데 좋아하셨어요ㅎ
167,21,감홍로백자,shep***,5.0,선물용으로 구매했어요 포장 고급지고 좋아요
168,21,감홍로백자,ckdg******,4.0,재구매700맞나요? 너무적은듯한데..
169,21,감홍로백자,tpdu*****,5.0,선물용으로 주문했어요 맛은 못봤지만 선물하기 좋아여 병이 참 이쁘네요 ㅎㅎ
170,21,감홍로백자,wins***,5.0,만족해요 만족합니다 ㅎㅎ  선물한걸 사진을 어떻게 찍으라고 난리야
171,21,감홍로백자,ssau*****,5.0,맛나고! 가성비 좋습니다!
172,21,감홍로백자,insu********,5.0,"선물용으로 구입했는데 너무 마음에 듭니다! 상품문의전화에 판매자분 모두 친절히 응대해주셔서 감사합니다~ 제가 먹어보고싶어서 추가로 감홍로 구매하여 먹어봤는데 도수에 비해 정말 부드럽고 다음날 뒤끝이 전혀없어서 깜짝놀랄만큼 좋은술이더라구요ㅎ 고민하시지말고 꼭 선물하세요^^ 다른판매처들하고 다 비교해봣는데, 우리술상회가 가장 문제없이 배송도 빠르고 대응도 빠르고 포장도 꼼꼼하고 여러모로 처리가 매끄럽습니다ㅋ"
173,21,감홍로백자,he****,5.0,배송도 빠르고 좋아요~!!
174,21,감홍로백자,newa****,5.0,선물로 너무 좋습니다. 감사합니다.
175,21,감홍로백자,high****,5.0,저번에 구매해보고 선물용으로 재구매 했어요. 수정과 같다는 리뷰 보고 계피향이 강할까봐 걱정했었는데 생각보다도 향이 은은하고 40도인데도 독하지 않고 부드럽게 넘어가요.  포장은 뽁뽁이로 둘둘 감아서 잘 도착했습니다. 다만 함께 보내주신 종이백이 너무 감홍로라고 크게 써있어서... 사용 할 것 같진 않아요.... 사은품으로 주신 잔 두개도 예쁘네요. 상품은 아주 좋아요!! 다음에 또 구매할게요~~더보기
176,21,감홍로백자,ch****,5.0,깨지지않고 꼼꼼하게 포장잘되서 빨리왔고 상품구성이 선물하기에 너무좋네요 굿굿
177,21,감홍로백자,bowh******,5.0,빠르게 잘받았습니다~ 포장리본이 틀어지긴 했지만 크게 보기싫진 않아서 다행이네요~ 아직 선물전이지만 좋은선물기대합니다
178,21,감홍로백자,iove******,5.0,배송빠르고 포장잘되어서 왔네요~~~
179,21,감홍로백자,isy9****,5.0,선물용으로 구입했는데 배송도 빠르고 문제없이 잘 받았습니다! 선물 받으신 분도 아주 좋아하셨어요ㅎㅎ
180,21,감홍로백자,samn*****,5.0,40도라 넘어갈때 타들어 가는 듯한 느낌이 있지만 계속 마시다보면 금방 익숙해지네요. 향도 맛도 좋네요. 같이 곁들여 먹을 음식 선정이 좀 고민이 되긴 합니다.
181,21,감홍로백자,jdu7***,5.0,선물로 드렸는데 좋아하셨어요 ㅎㅎ 조선 3대 명주라는게 더 널리 알려졌음 좋겠네오
182,21,감홍로백자,cola*****,5.0,빠르게 배송해주셔서 감사합니다. 선물 잘 했습니다. 같이 주신 술잔 사은품도 감사합니다.
183,21,감홍로백자,a010****,5.0,재구매선물드리기 참 좋아요! 재구매입니다
184,21,감홍로백자,cain*****,5.0,타사이트보다 싸네요
185,21,감홍로백자,snsq******,5.0,선물용으로 구매했는데 배송박스가 찢어져 있어서 당황했는데 판매자님이 뽁뽁이 포장을 두껍게 해주셔서 상품에 문제는 없었어요 다행이네요
186,21,감홍로백자,a010****,5.0,선물했는데 좋아하셨어요ㅎ
187,21,감홍로백자,shep***,5.0,선물용으로 구매했어요 포장 고급지고 좋아요
188,21,감홍로백자,ckdg******,4.0,재구매700맞나요? 너무적은듯한데..
189,21,감홍로백자,hoi1***,5.0,"상견례때 양가 선물로 준비했습니다 ^^  맛도 고급스럽고 술병과 상자 패키지도 고급스러워서 선물하기 정말 좋아요  양가 부모님들이 애주가이셔서, 선물로 드린 두병을 상견례하면서 다 마셨어요 ㅎㅎ 덕분에 긴장도 풀리고 화기애애한 자리가 되었습니다~!  맛에 대해 말씀드리자면 도수가 높은데도 불구하고 첫 맛은 살짝 달짝지근해서 부담스럽지 않고, 한 모금 머금고 있으면 은은하게 한약향이 퍼지는게 굉장히 고급스러워요. 첫맛과 다르게 끝맛은 깔끔합니다. 일식집 코스로 갔는데 음식과도 잘 어울렸어요.  식사 자리에서는 미처 사진을 찍지는 못해서 상견례 가기전 직접 포장한 사진으로 대체합니다  인터넷으로 한지 포장지 주문했고 다이소에서 리본이랑 감사합니다 택 사서 포장한거에요~!  중요한 자리나 어른들께 선물할일 있으면 정말 추천합니다^^더보기"
190,21,감홍로백자,tjdg******,5.0,11월에  호주가는데 호주사람인  사돈 갖다주려고  한국전통주 지인에게 추천받아 구매했습니다 가격대비 좋은선물이 될것 같습니다
191,21,감홍로백자,ge****,5.0,오프라인에서만 구매하다가 온라인으로 구매해봤는데 좋습니다. 사은품 잔도 주시고! 감홍로 맛은 말해뭐하나요. 전통주 중에 최고입니다.
192,21,감홍로백자,arth*****,5.0,처음 먹어봤는데 생각보다 맛이 좋았습니다
193,21,감홍로백자,p85s*****,5.0,호불호가 좀 있는 맛임니다
194,21,감홍로백자,en****,5.0,한달사용기선물드렸더니 좋아하셨어요. 고급집니다.
195,21,감홍로백자,jshy****,5.0,한달사용기전부다  말할것도  없네요 ^^
196,21,감홍로백자,kdy9***,5.0,감홍로 좋아하는 가족에게 선물했어요
197,21,감홍로백자,ljh5***,5.0,한달사용기향도 좋고 재구매할 예정입니다.
198,21,감홍로백자,mire******,5.0,두번째 구매입니다.
